Epoch: 0 | Train Loss: 0.0645855138898 | Test Loss: 0.0536360508084 | Train Acc: 23.428 | Test Acc: 35.77
Epoch: 1 | Train Loss: 0.0506533184743 | Test Loss: 0.0474901420116 | Train Acc: 40.22 | Test Acc: 43.52
Epoch: 2 | Train Loss: 0.0458889410472 | Test Loss: 0.044486666739 | Train Acc: 46.514 | Test Acc: 48.42
Epoch: 3 | Train Loss: 0.0428348357117 | Test Loss: 0.0417279882729 | Train Acc: 50.18 | Test Acc: 52.32
Epoch: 4 | Train Loss: 0.0401032601261 | Test Loss: 0.0386572229624 | Train Acc: 53.854 | Test Acc: 56.06
Epoch: 5 | Train Loss: 0.0375844744205 | Test Loss: 0.0366001437962 | Train Acc: 57.062 | Test Acc: 58.29
Epoch: 6 | Train Loss: 0.035197370286 | Test Loss: 0.0351698141098 | Train Acc: 59.854 | Test Acc: 60.11
Epoch: 7 | Train Loss: 0.0331810340321 | Test Loss: 0.0341941432655 | Train Acc: 62.57 | Test Acc: 60.77
Epoch: 8 | Train Loss: 0.0318666620696 | Test Loss: 0.0347242861986 | Train Acc: 63.82 | Test Acc: 60.94
Epoch: 9 | Train Loss: 0.0305313305056 | Test Loss: 0.0324553340971 | Train Acc: 65.412 | Test Acc: 63.3
Epoch: 10 | Train Loss: 0.0293026657695 | Test Loss: 0.0317829634011 | Train Acc: 66.774 | Test Acc: 64.37
Epoch: 11 | Train Loss: 0.0283240238255 | Test Loss: 0.0324576541245 | Train Acc: 68.052 | Test Acc: 64.21
Epoch: 12 | Train Loss: 0.027414016028 | Test Loss: 0.0300032707304 | Train Acc: 68.89 | Test Acc: 66.57
Epoch: 13 | Train Loss: 0.0266812908804 | Test Loss: 0.0297374991626 | Train Acc: 69.85 | Test Acc: 66.73
Epoch: 14 | Train Loss: 0.0256758672374 | Test Loss: 0.0287563146383 | Train Acc: 71.222 | Test Acc: 67.98
Epoch: 15 | Train Loss: 0.0250481057364 | Test Loss: 0.0282138349265 | Train Acc: 71.586 | Test Acc: 68.62
