Epoch: 0 | Train Loss: 0.0675929522204 | Test Loss: 0.0590314534664 | Train Acc: 20.338 | Test Acc: 30.76
Epoch: 1 | Train Loss: 0.0526504561639 | Test Loss: 0.0478737336636 | Train Acc: 38.252 | Test Acc: 44.27
Epoch: 2 | Train Loss: 0.0461263200295 | Test Loss: 0.0432689066529 | Train Acc: 46.284 | Test Acc: 49.5
Epoch: 3 | Train Loss: 0.0422145113289 | Test Loss: 0.0405743934393 | Train Acc: 51.024 | Test Acc: 52.8
Epoch: 4 | Train Loss: 0.0390121018481 | Test Loss: 0.0401727526188 | Train Acc: 55.352 | Test Acc: 55.03
Epoch: 5 | Train Loss: 0.0362928118753 | Test Loss: 0.0367881686449 | Train Acc: 58.5 | Test Acc: 58.54
Epoch: 6 | Train Loss: 0.0339858562064 | Test Loss: 0.0374770093858 | Train Acc: 61.434 | Test Acc: 57.37
Epoch: 7 | Train Loss: 0.0319905567288 | Test Loss: 0.0328552250683 | Train Acc: 63.806 | Test Acc: 62.38
Epoch: 8 | Train Loss: 0.0303132819414 | Test Loss: 0.0316259412199 | Train Acc: 65.554 | Test Acc: 64.4
Epoch: 9 | Train Loss: 0.0287797505975 | Test Loss: 0.0313834584534 | Train Acc: 67.58 | Test Acc: 64.6
Epoch: 10 | Train Loss: 0.0275338846827 | Test Loss: 0.0301604242563 | Train Acc: 69.17 | Test Acc: 66.54
Epoch: 11 | Train Loss: 0.0262194082469 | Test Loss: 0.0293652195126 | Train Acc: 70.452 | Test Acc: 67.47
Epoch: 12 | Train Loss: 0.0251497498834 | Test Loss: 0.0286169195265 | Train Acc: 71.634 | Test Acc: 68.46
Epoch: 13 | Train Loss: 0.0239675744498 | Test Loss: 0.028236388889 | Train Acc: 73.194 | Test Acc: 69.09
Epoch: 14 | Train Loss: 0.0231282939017 | Test Loss: 0.0275693957657 | Train Acc: 74.138 | Test Acc: 69.38
Epoch: 15 | Train Loss: 0.0221819115877 | Test Loss: 0.0276937852651 | Train Acc: 75.182 | Test Acc: 69.03
Epoch: 16 | Train Loss: 0.0213753321928 | Test Loss: 0.028183118546 | Train Acc: 75.816 | Test Acc: 69.11
Epoch: 17 | Train Loss: 0.0204858227274 | Test Loss: 0.0271974545509 | Train Acc: 76.818 | Test Acc: 69.98
Epoch: 18 | Train Loss: 0.0196573499155 | Test Loss: 0.0279194442511 | Train Acc: 77.958 | Test Acc: 70.06
Epoch: 19 | Train Loss: 0.0191569441229 | Test Loss: 0.0269089782596 | Train Acc: 78.426 | Test Acc: 70.51
Epoch: 20 | Train Loss: 0.0183705805841 | Test Loss: 0.0286360551447 | Train Acc: 79.362 | Test Acc: 69.53
Epoch: 21 | Train Loss: 0.0177717360261 | Test Loss: 0.0278837364972 | Train Acc: 79.894 | Test Acc: 70.74
Epoch: 22 | Train Loss: 0.0170348166201 | Test Loss: 0.029698112309 | Train Acc: 80.79 | Test Acc: 69.54
Epoch: 23 | Train Loss: 0.0165935062265 | Test Loss: 0.029516000393 | Train Acc: 81.29 | Test Acc: 70.11
Epoch: 24 | Train Loss: 0.0160957886842 | Test Loss: 0.0278597842872 | Train Acc: 81.966 | Test Acc: 71.13
Epoch: 25 | Train Loss: 0.0155319778219 | Test Loss: 0.0274564800978 | Train Acc: 82.49 | Test Acc: 71.4
Epoch: 26 | Train Loss: 0.0150803965108 | Test Loss: 0.0294585962564 | Train Acc: 82.8 | Test Acc: 70.25
Epoch: 27 | Train Loss: 0.014540372692 | Test Loss: 0.0278452412516 | Train Acc: 83.632 | Test Acc: 71.34
Epoch: 28 | Train Loss: 0.0140821059798 | Test Loss: 0.028428728345 | Train Acc: 84.042 | Test Acc: 71.32
Epoch: 29 | Train Loss: 0.0136384841123 | Test Loss: 0.0290501218319 | Train Acc: 84.434 | Test Acc: 71.22
Epoch: 30 | Train Loss: 0.0133335010731 | Test Loss: 0.0289306471944 | Train Acc: 84.854 | Test Acc: 70.68
Epoch: 31 | Train Loss: 0.0130137161919 | Test Loss: 0.0292740765572 | Train Acc: 85.394 | Test Acc: 70.86
Epoch: 32 | Train Loss: 0.0127126524274 | Test Loss: 0.0285054113835 | Train Acc: 85.572 | Test Acc: 71.56
Epoch: 33 | Train Loss: 0.0122204375783 | Test Loss: 0.0293484394088 | Train Acc: 86.28 | Test Acc: 71.04
