Epoch: 0 | Train Loss: 0.0603715381336 | Test Loss: 0.0494817848921 | Train Acc: 29.046 | Test Acc: 42.04
Epoch: 1 | Train Loss: 0.0455416837728 | Test Loss: 0.0416833524466 | Train Acc: 46.902 | Test Acc: 52.43
Epoch: 2 | Train Loss: 0.0395451287532 | Test Loss: 0.0377239065766 | Train Acc: 54.63 | Test Acc: 56.14
Epoch: 3 | Train Loss: 0.0351361931372 | Test Loss: 0.0345352256238 | Train Acc: 60.146 | Test Acc: 60.62
Epoch: 4 | Train Loss: 0.0314266617393 | Test Loss: 0.0317305669844 | Train Acc: 64.66 | Test Acc: 64.7
Epoch: 5 | Train Loss: 0.0280725673985 | Test Loss: 0.0311162861377 | Train Acc: 68.408 | Test Acc: 65.76
Epoch: 6 | Train Loss: 0.0251159133196 | Test Loss: 0.0277366942286 | Train Acc: 71.968 | Test Acc: 69.39
Epoch: 7 | Train Loss: 0.0224724254709 | Test Loss: 0.0275139979899 | Train Acc: 74.738 | Test Acc: 70.25
Epoch: 8 | Train Loss: 0.0201815216812 | Test Loss: 0.0268845642567 | Train Acc: 77.456 | Test Acc: 70.21
Epoch: 9 | Train Loss: 0.0177710933053 | Test Loss: 0.0274868525743 | Train Acc: 79.964 | Test Acc: 70.12
Epoch: 10 | Train Loss: 0.0155741398206 | Test Loss: 0.0291013868123 | Train Acc: 82.476 | Test Acc: 70.23
Epoch: 11 | Train Loss: 0.0133661806944 | Test Loss: 0.0304702253729 | Train Acc: 85.008 | Test Acc: 69.56
Epoch: 12 | Train Loss: 0.0113142451163 | Test Loss: 0.0298570588261 | Train Acc: 87.344 | Test Acc: 70.79
Epoch: 13 | Train Loss: 0.0093847802607 | Test Loss: 0.0308770894408 | Train Acc: 89.606 | Test Acc: 71.2
Epoch: 14 | Train Loss: 0.00778453208394 | Test Loss: 0.0388073296487 | Train Acc: 91.378 | Test Acc: 68.18
Epoch: 15 | Train Loss: 0.00597816702396 | Test Loss: 0.037095632121 | Train Acc: 93.578 | Test Acc: 70.65
Epoch: 16 | Train Loss: 0.00489622557331 | Test Loss: 0.037595694758 | Train Acc: 94.758 | Test Acc: 71.24
Epoch: 17 | Train Loss: 0.00406585146202 | Test Loss: 0.040493244493 | Train Acc: 95.534 | Test Acc: 70.31
Epoch: 18 | Train Loss: 0.00349955166174 | Test Loss: 0.0410580442593 | Train Acc: 96.26 | Test Acc: 70.96
Epoch: 19 | Train Loss: 0.00297022109916 | Test Loss: 0.042616798085 | Train Acc: 96.896 | Test Acc: 71.29
Epoch: 20 | Train Loss: 0.00185266699315 | Test Loss: 0.0448167814583 | Train Acc: 98.204 | Test Acc: 71.44
Epoch: 21 | Train Loss: 0.00165110343479 | Test Loss: 0.0474994796813 | Train Acc: 98.398 | Test Acc: 71.0
Epoch: 22 | Train Loss: 0.00165424419672 | Test Loss: 0.0491922447979 | Train Acc: 98.41 | Test Acc: 70.72
Epoch: 23 | Train Loss: 0.00130675237023 | Test Loss: 0.0511320065051 | Train Acc: 98.8 | Test Acc: 70.87
Epoch: 24 | Train Loss: 0.00111220417193 | Test Loss: 0.0591859231353 | Train Acc: 99.024 | Test Acc: 68.28
Epoch: 25 | Train Loss: 0.00068393634111 | Test Loss: 0.0532555016577 | Train Acc: 99.484 | Test Acc: 70.62
Epoch: 26 | Train Loss: 0.000266167648723 | Test Loss: 0.0497513843983 | Train Acc: 99.902 | Test Acc: 72.84
Epoch: 27 | Train Loss: 8.40268950292e-05 | Test Loss: 0.0496739227355 | Train Acc: 100.0 | Test Acc: 73.17
Epoch: 28 | Train Loss: 6.87970550865e-05 | Test Loss: 0.0488514329582 | Train Acc: 100.0 | Test Acc: 73.06
Epoch: 29 | Train Loss: 7.08677957521e-05 | Test Loss: 0.0481125141621 | Train Acc: 100.0 | Test Acc: 73.27
Epoch: 30 | Train Loss: 7.74328473973e-05 | Test Loss: 0.0472119640499 | Train Acc: 100.0 | Test Acc: 73.21
Epoch: 31 | Train Loss: 8.44516136259e-05 | Test Loss: 0.046552576597 | Train Acc: 100.0 | Test Acc: 73.27
Epoch: 32 | Train Loss: 9.21759961342e-05 | Test Loss: 0.0458838314116 | Train Acc: 100.0 | Test Acc: 73.26
Epoch: 33 | Train Loss: 0.000100316435578 | Test Loss: 0.0449762482733 | Train Acc: 100.0 | Test Acc: 73.36
Epoch: 34 | Train Loss: 0.00010778997516 | Test Loss: 0.0444246398389 | Train Acc: 100.0 | Test Acc: 73.49
