Epoch: 0 | Train Loss: 0.0186437586845 | Test Loss: 0.00363119108854 | Train Acc: 80.4766666667 | Test Acc: 96.44
Epoch: 1 | Train Loss: 0.00324714061717 | Test Loss: 0.00235407890026 | Train Acc: 96.75 | Test Acc: 97.56
Epoch: 2 | Train Loss: 0.00235450827467 | Test Loss: 0.00214725219734 | Train Acc: 97.6216666667 | Test Acc: 97.83
Epoch: 3 | Train Loss: 0.00188080628486 | Test Loss: 0.00149024978387 | Train Acc: 98.1016666667 | Test Acc: 98.49
Epoch: 4 | Train Loss: 0.00158581588543 | Test Loss: 0.00158101174475 | Train Acc: 98.3983333333 | Test Acc: 98.33
Epoch: 5 | Train Loss: 0.00142228816183 | Test Loss: 0.00129383843489 | Train Acc: 98.61 | Test Acc: 98.59
Epoch: 6 | Train Loss: 0.00126834028402 | Test Loss: 0.00134325575079 | Train Acc: 98.765 | Test Acc: 98.66
Epoch: 7 | Train Loss: 0.00115574136121 | Test Loss: 0.00121952423634 | Train Acc: 98.845 | Test Acc: 98.73
Epoch: 8 | Train Loss: 0.00104338907074 | Test Loss: 0.00113990812355 | Train Acc: 98.955 | Test Acc: 98.86
Epoch: 9 | Train Loss: 0.000947848202973 | Test Loss: 0.00104514347501 | Train Acc: 99.03 | Test Acc: 98.96
Epoch: 10 | Train Loss: 0.000892776753178 | Test Loss: 0.00102270898795 | Train Acc: 99.0783333333 | Test Acc: 98.99
Epoch: 11 | Train Loss: 0.000820728929813 | Test Loss: 0.00112578012814 | Train Acc: 99.1783333333 | Test Acc: 98.77
Epoch: 12 | Train Loss: 0.000744273882006 | Test Loss: 0.00108461079785 | Train Acc: 99.255 | Test Acc: 98.97
Epoch: 13 | Train Loss: 0.000705066179144 | Test Loss: 0.00108238647277 | Train Acc: 99.29 | Test Acc: 98.89
Epoch: 14 | Train Loss: 0.000660807069714 | Test Loss: 0.00102451361929 | Train Acc: 99.3283333333 | Test Acc: 98.88
Epoch: 15 | Train Loss: 0.0006266244059 | Test Loss: 0.000901169939262 | Train Acc: 99.3966666667 | Test Acc: 99.13
Epoch: 16 | Train Loss: 0.000577060310309 | Test Loss: 0.000918843301373 | Train Acc: 99.425 | Test Acc: 99.06
Epoch: 17 | Train Loss: 0.000518656451395 | Test Loss: 0.000959596989172 | Train Acc: 99.5066666667 | Test Acc: 99.0
Epoch: 18 | Train Loss: 0.000515676754715 | Test Loss: 0.000999595683636 | Train Acc: 99.4766666667 | Test Acc: 98.96
Epoch: 19 | Train Loss: 0.00048015240054 | Test Loss: 0.00108807838197 | Train Acc: 99.4983333333 | Test Acc: 98.91
Epoch: 20 | Train Loss: 0.000445217705269 | Test Loss: 0.00112112800858 | Train Acc: 99.5633333333 | Test Acc: 98.8
Epoch: 21 | Train Loss: 0.000417850428819 | Test Loss: 0.000973936486205 | Train Acc: 99.5783333333 | Test Acc: 99.0
Epoch: 22 | Train Loss: 0.000404017586314 | Test Loss: 0.000954891651257 | Train Acc: 99.6116666667 | Test Acc: 99.06
Epoch: 23 | Train Loss: 0.000381287052213 | Test Loss: 0.000954765226289 | Train Acc: 99.63 | Test Acc: 99.1
Epoch: 24 | Train Loss: 0.000361083847732 | Test Loss: 0.0008645396439 | Train Acc: 99.6566666667 | Test Acc: 99.12
Epoch: 25 | Train Loss: 0.000343775457285 | Test Loss: 0.00103871854861 | Train Acc: 99.675 | Test Acc: 98.8
Epoch: 26 | Train Loss: 0.000329797049204 | Test Loss: 0.000914336595019 | Train Acc: 99.6983333333 | Test Acc: 99.01
Epoch: 27 | Train Loss: 0.00029780867488 | Test Loss: 0.000950822712858 | Train Acc: 99.7433333333 | Test Acc: 99.02
Epoch: 28 | Train Loss: 0.000302872153311 | Test Loss: 0.000882259681951 | Train Acc: 99.73 | Test Acc: 99.09
Epoch: 29 | Train Loss: 0.000283603279955 | Test Loss: 0.000864993240469 | Train Acc: 99.7516666667 | Test Acc: 99.11
Epoch: 30 | Train Loss: 0.000276847634656 | Test Loss: 0.000934910148607 | Train Acc: 99.77 | Test Acc: 99.07
Epoch: 31 | Train Loss: 0.000261604066226 | Test Loss: 0.000837092508442 | Train Acc: 99.7816666667 | Test Acc: 99.11
Epoch: 32 | Train Loss: 0.000258995506073 | Test Loss: 0.000985488577808 | Train Acc: 99.7883333333 | Test Acc: 98.87
