Epoch: 0 | Train Loss: 0.0584324682583 | Test Loss: 0.0225039983124 | Train Acc: 33.04 | Test Acc: 75.58
Epoch: 1 | Train Loss: 0.0155422052015 | Test Loss: 0.00961752159931 | Train Acc: 83.8533333333 | Test Acc: 90.36
Epoch: 2 | Train Loss: 0.00951063187253 | Test Loss: 0.00802806845866 | Train Acc: 90.4216666667 | Test Acc: 91.83
Epoch: 3 | Train Loss: 0.00780985608197 | Test Loss: 0.0067036846702 | Train Acc: 92.1283333333 | Test Acc: 93.66
Epoch: 4 | Train Loss: 0.00667121498012 | Test Loss: 0.00602336521074 | Train Acc: 93.34 | Test Acc: 93.81
Epoch: 5 | Train Loss: 0.00604746237393 | Test Loss: 0.00528677552454 | Train Acc: 93.7833333333 | Test Acc: 94.79
Epoch: 6 | Train Loss: 0.00571826996359 | Test Loss: 0.00555602948703 | Train Acc: 94.3083333333 | Test Acc: 94.38
Epoch: 7 | Train Loss: 0.00529920739583 | Test Loss: 0.00509725243691 | Train Acc: 94.5466666667 | Test Acc: 94.93
Epoch: 8 | Train Loss: 0.00498402904277 | Test Loss: 0.00429410388758 | Train Acc: 94.9283333333 | Test Acc: 95.53
Epoch: 9 | Train Loss: 0.0047449349985 | Test Loss: 0.00456890182458 | Train Acc: 95.0966666667 | Test Acc: 95.53
Epoch: 10 | Train Loss: 0.0045688849867 | Test Loss: 0.00437472534794 | Train Acc: 95.3066666667 | Test Acc: 95.74
Epoch: 11 | Train Loss: 0.00451975897573 | Test Loss: 0.00407141395744 | Train Acc: 95.3566666667 | Test Acc: 95.86
Epoch: 12 | Train Loss: 0.00434648373894 | Test Loss: 0.00386443971852 | Train Acc: 95.5783333333 | Test Acc: 95.97
Epoch: 13 | Train Loss: 0.00416035423996 | Test Loss: 0.00388577740188 | Train Acc: 95.7933333333 | Test Acc: 95.91
Epoch: 14 | Train Loss: 0.0041621144554 | Test Loss: 0.00353382671596 | Train Acc: 95.7983333333 | Test Acc: 96.39
Epoch: 15 | Train Loss: 0.00400663571063 | Test Loss: 0.00387202507956 | Train Acc: 95.9283333333 | Test Acc: 95.91
Epoch: 16 | Train Loss: 0.00395857779673 | Test Loss: 0.0036047022813 | Train Acc: 95.935 | Test Acc: 96.28
Epoch: 17 | Train Loss: 0.00393746781837 | Test Loss: 0.00376046080873 | Train Acc: 96.0066666667 | Test Acc: 96.08
Epoch: 18 | Train Loss: 0.00370930330398 | Test Loss: 0.00353312484014 | Train Acc: 96.12 | Test Acc: 96.24
Epoch: 19 | Train Loss: 0.00375744544932 | Test Loss: 0.00404551369825 | Train Acc: 96.1033333333 | Test Acc: 95.81
Epoch: 20 | Train Loss: 0.00367174301426 | Test Loss: 0.00393218275243 | Train Acc: 96.24 | Test Acc: 95.98
Epoch: 21 | Train Loss: 0.0036165969536 | Test Loss: 0.0035309792462 | Train Acc: 96.325 | Test Acc: 96.36
Epoch: 22 | Train Loss: 0.00356380587339 | Test Loss: 0.00362078648969 | Train Acc: 96.205 | Test Acc: 96.16
Epoch: 23 | Train Loss: 0.00350900178888 | Test Loss: 0.00352267439277 | Train Acc: 96.4333333333 | Test Acc: 96.09
Epoch: 24 | Train Loss: 0.00341223558122 | Test Loss: 0.00326482890588 | Train Acc: 96.4916666667 | Test Acc: 96.59
Epoch: 25 | Train Loss: 0.00338338286706 | Test Loss: 0.00351994075521 | Train Acc: 96.5233333333 | Test Acc: 96.23
Epoch: 26 | Train Loss: 0.00339676062676 | Test Loss: 0.00318107244901 | Train Acc: 96.435 | Test Acc: 96.92
