Epoch: 0 | Train Loss: 0.0235092948561 | Test Loss: 0.00517773981458 | Train Acc: 74.2866666667 | Test Acc: 94.94
Epoch: 1 | Train Loss: 0.00390763895132 | Test Loss: 0.00265654883671 | Train Acc: 96.145 | Test Acc: 97.52
Epoch: 2 | Train Loss: 0.00270801648363 | Test Loss: 0.00245550607722 | Train Acc: 97.3716666667 | Test Acc: 97.44
Epoch: 3 | Train Loss: 0.00221934523153 | Test Loss: 0.00217247940127 | Train Acc: 97.82 | Test Acc: 97.76
Epoch: 4 | Train Loss: 0.00191119604596 | Test Loss: 0.00176162366376 | Train Acc: 98.0733333333 | Test Acc: 98.17
Epoch: 5 | Train Loss: 0.00173369481716 | Test Loss: 0.00164163618971 | Train Acc: 98.3033333333 | Test Acc: 98.38
Epoch: 6 | Train Loss: 0.00156791462577 | Test Loss: 0.00150500856431 | Train Acc: 98.41 | Test Acc: 98.35
Epoch: 7 | Train Loss: 0.00143450633446 | Test Loss: 0.0011841037737 | Train Acc: 98.5783333333 | Test Acc: 98.81
Epoch: 8 | Train Loss: 0.00130696286818 | Test Loss: 0.00128888244808 | Train Acc: 98.6883333333 | Test Acc: 98.71
Epoch: 9 | Train Loss: 0.00120071312677 | Test Loss: 0.00134993052281 | Train Acc: 98.7733333333 | Test Acc: 98.64
Epoch: 10 | Train Loss: 0.0011415213643 | Test Loss: 0.00110451757548 | Train Acc: 98.7916666667 | Test Acc: 98.84
Epoch: 11 | Train Loss: 0.00105988530779 | Test Loss: 0.00171185875564 | Train Acc: 98.9016666667 | Test Acc: 98.15
Epoch: 12 | Train Loss: 0.00101638420365 | Test Loss: 0.00110632880389 | Train Acc: 98.9733333333 | Test Acc: 98.88
Epoch: 13 | Train Loss: 0.000961664218053 | Test Loss: 0.00108949396817 | Train Acc: 98.9966666667 | Test Acc: 98.92
Epoch: 14 | Train Loss: 0.000930670209711 | Test Loss: 0.00128179700547 | Train Acc: 98.9966666667 | Test Acc: 98.69
Epoch: 15 | Train Loss: 0.000915492324309 | Test Loss: 0.00120433465691 | Train Acc: 99.0316666667 | Test Acc: 98.7
Epoch: 16 | Train Loss: 0.000845631736474 | Test Loss: 0.00106505695661 | Train Acc: 99.115 | Test Acc: 98.9
Epoch: 17 | Train Loss: 0.000809402900292 | Test Loss: 0.00111580759878 | Train Acc: 99.1633333333 | Test Acc: 98.92
Epoch: 18 | Train Loss: 0.000762382772901 | Test Loss: 0.00126179911637 | Train Acc: 99.1933333333 | Test Acc: 98.77
Epoch: 19 | Train Loss: 0.000760440783309 | Test Loss: 0.00102801758561 | Train Acc: 99.215 | Test Acc: 98.96
Epoch: 20 | Train Loss: 0.000729042359361 | Test Loss: 0.00109014004691 | Train Acc: 99.265 | Test Acc: 98.96
Epoch: 21 | Train Loss: 0.000669233722565 | Test Loss: 0.000826893490678 | Train Acc: 99.3083333333 | Test Acc: 99.13
Epoch: 22 | Train Loss: 0.000667369107075 | Test Loss: 0.000955642804308 | Train Acc: 99.3416666667 | Test Acc: 99.07
Epoch: 23 | Train Loss: 0.000667781853892 | Test Loss: 0.000962884160396 | Train Acc: 99.3033333333 | Test Acc: 98.92
Epoch: 24 | Train Loss: 0.00064509393828 | Test Loss: 0.000990682734205 | Train Acc: 99.345 | Test Acc: 99.05
Epoch: 25 | Train Loss: 0.000576054831406 | Test Loss: 0.00106528535938 | Train Acc: 99.425 | Test Acc: 98.93
Epoch: 26 | Train Loss: 0.000612985638255 | Test Loss: 0.00105301123573 | Train Acc: 99.3716666667 | Test Acc: 99.02
Epoch: 27 | Train Loss: 0.000581706250253 | Test Loss: 0.000969955892378 | Train Acc: 99.4016666667 | Test Acc: 99.04
Epoch: 28 | Train Loss: 0.000578684928296 | Test Loss: 0.000943707501279 | Train Acc: 99.3933333333 | Test Acc: 98.96
Epoch: 29 | Train Loss: 0.000555304514935 | Test Loss: 0.00114469555668 | Train Acc: 99.43 | Test Acc: 98.91
Epoch: 30 | Train Loss: 0.000535031250582 | Test Loss: 0.00115323207908 | Train Acc: 99.45 | Test Acc: 98.82
Epoch: 31 | Train Loss: 0.000548033908766 | Test Loss: 0.00116891185747 | Train Acc: 99.4033333333 | Test Acc: 98.73
Epoch: 32 | Train Loss: 0.000554691458047 | Test Loss: 0.0009978237226 | Train Acc: 99.4233333333 | Test Acc: 99.06
Epoch: 33 | Train Loss: 0.000495421169093 | Test Loss: 0.00101625702484 | Train Acc: 99.52 | Test Acc: 98.99
Epoch: 34 | Train Loss: 0.000498539519959 | Test Loss: 0.000971160926188 | Train Acc: 99.4816666667 | Test Acc: 99.05
Epoch: 35 | Train Loss: 0.000496350568956 | Test Loss: 0.000984099418854 | Train Acc: 99.4733333333 | Test Acc: 99.03
Epoch: 36 | Train Loss: 0.00049281104884 | Test Loss: 0.000975658197186 | Train Acc: 99.4616666667 | Test Acc: 98.98
Epoch: 37 | Train Loss: 0.00049393427003 | Test Loss: 0.000899406627114 | Train Acc: 99.515 | Test Acc: 99.14
Epoch: 38 | Train Loss: 0.000471234958274 | Test Loss: 0.000987822325431 | Train Acc: 99.515 | Test Acc: 98.99
Epoch: 39 | Train Loss: 0.000447238278727 | Test Loss: 0.000964923349346 | Train Acc: 99.565 | Test Acc: 99.06
Epoch: 40 | Train Loss: 0.000424037497129 | Test Loss: 0.000963165914465 | Train Acc: 99.5783333333 | Test Acc: 99.03
Epoch: 41 | Train Loss: 0.000445432718344 | Test Loss: 0.00106166297752 | Train Acc: 99.5483333333 | Test Acc: 98.96
Epoch: 42 | Train Loss: 0.000439815047235 | Test Loss: 0.000891602610175 | Train Acc: 99.5716666667 | Test Acc: 99.08
Epoch: 43 | Train Loss: 0.000418725867101 | Test Loss: 0.000939626434934 | Train Acc: 99.5733333333 | Test Acc: 99.11
Epoch: 44 | Train Loss: 0.000433218529034 | Test Loss: 0.000899416983603 | Train Acc: 99.5566666667 | Test Acc: 99.11
Epoch: 45 | Train Loss: 0.000426175835208 | Test Loss: 0.00107504812646 | Train Acc: 99.55 | Test Acc: 98.92
Epoch: 46 | Train Loss: 0.000429966776149 | Test Loss: 0.000991503945831 | Train Acc: 99.5733333333 | Test Acc: 99.03
Epoch: 47 | Train Loss: 0.000419986022152 | Test Loss: 0.000922109288986 | Train Acc: 99.59 | Test Acc: 99.01
Epoch: 48 | Train Loss: 0.000403617994288 | Test Loss: 0.000915163473936 | Train Acc: 99.59 | Test Acc: 99.18
