Epoch: 0 | Train Loss: 0.06481683499574661 | Test Loss: 0.057040673637390134 | Train Acc: 24.05 | Test Acc: 33.27
Epoch: 1 | Train Loss: 0.05232928057193756 | Test Loss: 0.050022307562828064 | Train Acc: 38.704 | Test Acc: 41.97
Epoch: 2 | Train Loss: 0.04696638756513596 | Test Loss: 0.04551137665510178 | Train Acc: 45.524 | Test Acc: 47.19
Epoch: 3 | Train Loss: 0.043893325637578966 | Test Loss: 0.04270393631458282 | Train Acc: 49.366 | Test Acc: 50.81
Epoch: 4 | Train Loss: 0.04127438783288002 | Test Loss: 0.04034031037092209 | Train Acc: 52.216 | Test Acc: 53.59
Epoch: 5 | Train Loss: 0.03908634835481644 | Test Loss: 0.03912367427349091 | Train Acc: 55.3 | Test Acc: 55.02
Epoch: 6 | Train Loss: 0.03702632487773895 | Test Loss: 0.037254790997505186 | Train Acc: 57.61 | Test Acc: 57.29
Epoch: 7 | Train Loss: 0.03529950371861458 | Test Loss: 0.03746477905511856 | Train Acc: 60.09 | Test Acc: 57.19
Epoch: 8 | Train Loss: 0.033805619518756866 | Test Loss: 0.035575926339626314 | Train Acc: 61.9 | Test Acc: 59.39
Epoch: 9 | Train Loss: 0.032373820982575414 | Test Loss: 0.035412902694940566 | Train Acc: 63.324 | Test Acc: 59.53
Epoch: 10 | Train Loss: 0.03109222870707512 | Test Loss: 0.03456381526589394 | Train Acc: 65.022 | Test Acc: 60.71
Epoch: 11 | Train Loss: 0.02986628475666046 | Test Loss: 0.03342462989687919 | Train Acc: 66.16 | Test Acc: 62.3
Epoch: 12 | Train Loss: 0.028649837534427642 | Test Loss: 0.033448428148031235 | Train Acc: 67.718 | Test Acc: 62.3
Epoch: 13 | Train Loss: 0.027527770899534225 | Test Loss: 0.032163014024496075 | Train Acc: 68.926 | Test Acc: 63.96
Epoch: 14 | Train Loss: 0.026409509192109108 | Test Loss: 0.0321853474020958 | Train Acc: 70.104 | Test Acc: 64.26
Epoch: 15 | Train Loss: 0.025349614092707633 | Test Loss: 0.03283251242041588 | Train Acc: 71.446 | Test Acc: 63.68
Epoch: 16 | Train Loss: 0.02442294485270977 | Test Loss: 0.03262503274679184 | Train Acc: 72.398 | Test Acc: 63.97
Epoch: 17 | Train Loss: 0.023533583013415335 | Test Loss: 0.031961775460839274 | Train Acc: 73.588 | Test Acc: 64.81
