Epoch: 0 | Train Loss: 0.0681506127616 | Test Loss: 0.0365386404932 | Train Acc: 19.325 | Test Acc: 61.52
Epoch: 1 | Train Loss: 0.0188012220946 | Test Loss: 0.0113399889983 | Train Acc: 80.1 | Test Acc: 88.52
Epoch: 2 | Train Loss: 0.0103135011812 | Test Loss: 0.00801043083873 | Train Acc: 89.44 | Test Acc: 91.93
Epoch: 3 | Train Loss: 0.0080609075251 | Test Loss: 0.00658923234977 | Train Acc: 91.7433333333 | Test Acc: 93.72
Epoch: 4 | Train Loss: 0.00694617356583 | Test Loss: 0.00645371187646 | Train Acc: 92.89 | Test Acc: 93.19
Epoch: 5 | Train Loss: 0.0063458742403 | Test Loss: 0.00601416800823 | Train Acc: 93.5166666667 | Test Acc: 93.61
Epoch: 6 | Train Loss: 0.00582985403713 | Test Loss: 0.00520910322722 | Train Acc: 94.0016666667 | Test Acc: 94.57
Epoch: 7 | Train Loss: 0.0056132837345 | Test Loss: 0.00513423742112 | Train Acc: 94.22 | Test Acc: 94.71
Epoch: 8 | Train Loss: 0.00528741809324 | Test Loss: 0.00520197283644 | Train Acc: 94.52 | Test Acc: 94.91
Epoch: 9 | Train Loss: 0.00505322295413 | Test Loss: 0.00481555247558 | Train Acc: 94.9183333333 | Test Acc: 94.78
Epoch: 10 | Train Loss: 0.00488213589737 | Test Loss: 0.00430615936806 | Train Acc: 94.9416666667 | Test Acc: 95.6
Epoch: 11 | Train Loss: 0.00471578869663 | Test Loss: 0.00427494416693 | Train Acc: 95.1183333333 | Test Acc: 95.57
Epoch: 12 | Train Loss: 0.00451712384436 | Test Loss: 0.00439587279488 | Train Acc: 95.3133333333 | Test Acc: 95.31
Epoch: 13 | Train Loss: 0.00447776438655 | Test Loss: 0.00402583662081 | Train Acc: 95.385 | Test Acc: 95.94
Epoch: 14 | Train Loss: 0.0043621668676 | Test Loss: 0.00403536916738 | Train Acc: 95.5033333333 | Test Acc: 95.64
Epoch: 15 | Train Loss: 0.00423907711511 | Test Loss: 0.00442317975136 | Train Acc: 95.6066666667 | Test Acc: 95.46
Epoch: 16 | Train Loss: 0.004129884455 | Test Loss: 0.00429705296857 | Train Acc: 95.6566666667 | Test Acc: 95.46
Epoch: 17 | Train Loss: 0.00397424665755 | Test Loss: 0.00362163898703 | Train Acc: 95.85 | Test Acc: 96.09
Epoch: 18 | Train Loss: 0.00395635804461 | Test Loss: 0.00392401159685 | Train Acc: 95.9133333333 | Test Acc: 96.16
Epoch: 19 | Train Loss: 0.00390878993262 | Test Loss: 0.00362231471422 | Train Acc: 95.9683333333 | Test Acc: 96.38
Epoch: 20 | Train Loss: 0.00383547322871 | Test Loss: 0.00361436692118 | Train Acc: 95.9583333333 | Test Acc: 96.07
Epoch: 21 | Train Loss: 0.00383221643892 | Test Loss: 0.00365751764732 | Train Acc: 96.015 | Test Acc: 96.1
Epoch: 22 | Train Loss: 0.00380866967616 | Test Loss: 0.00350689863665 | Train Acc: 96.0866666667 | Test Acc: 96.27
Epoch: 23 | Train Loss: 0.00370090917627 | Test Loss: 0.00337448906875 | Train Acc: 96.2 | Test Acc: 96.29
Epoch: 24 | Train Loss: 0.00361380563782 | Test Loss: 0.00360122739603 | Train Acc: 96.2116666667 | Test Acc: 96.3
Epoch: 25 | Train Loss: 0.00360816419469 | Test Loss: 0.00363611041652 | Train Acc: 96.2033333333 | Test Acc: 96.24
Epoch: 26 | Train Loss: 0.0035886974932 | Test Loss: 0.0036616198645 | Train Acc: 96.2416666667 | Test Acc: 96.26
Epoch: 27 | Train Loss: 0.00354322919023 | Test Loss: 0.0032662433838 | Train Acc: 96.3233333333 | Test Acc: 96.55
Epoch: 28 | Train Loss: 0.00348189648792 | Test Loss: 0.00359875069801 | Train Acc: 96.3116666667 | Test Acc: 96.23
Epoch: 29 | Train Loss: 0.0035342269554 | Test Loss: 0.00377844461321 | Train Acc: 96.315 | Test Acc: 96.07
Epoch: 30 | Train Loss: 0.0034454094285 | Test Loss: 0.0035412335976 | Train Acc: 96.39 | Test Acc: 96.35
Epoch: 31 | Train Loss: 0.00345793194541 | Test Loss: 0.00367297965726 | Train Acc: 96.3416666667 | Test Acc: 96.16
Epoch: 32 | Train Loss: 0.0033974098125 | Test Loss: 0.00353545653443 | Train Acc: 96.465 | Test Acc: 96.38
Epoch: 33 | Train Loss: 0.003424185649 | Test Loss: 0.00338891638038 | Train Acc: 96.4116666667 | Test Acc: 96.45
Epoch: 34 | Train Loss: 0.00337138759031 | Test Loss: 0.0033022446333 | Train Acc: 96.4883333333 | Test Acc: 96.48
Epoch: 35 | Train Loss: 0.003395830355 | Test Loss: 0.00331422456033 | Train Acc: 96.4616666667 | Test Acc: 96.57
Epoch: 36 | Train Loss: 0.00339266004791 | Test Loss: 0.00344294077894 | Train Acc: 96.39 | Test Acc: 96.4
Epoch: 37 | Train Loss: 0.00328488892385 | Test Loss: 0.00332601455848 | Train Acc: 96.6133333333 | Test Acc: 96.46
Epoch: 38 | Train Loss: 0.0032730025871 | Test Loss: 0.00315439169067 | Train Acc: 96.5766666667 | Test Acc: 96.66
Epoch: 39 | Train Loss: 0.00324998449382 | Test Loss: 0.00318062429684 | Train Acc: 96.58 | Test Acc: 96.53
Epoch: 40 | Train Loss: 0.00335196001493 | Test Loss: 0.00332084301254 | Train Acc: 96.4083333333 | Test Acc: 96.46
Epoch: 41 | Train Loss: 0.00328879839502 | Test Loss: 0.00306033986118 | Train Acc: 96.54 | Test Acc: 96.87
Epoch: 42 | Train Loss: 0.00326747160846 | Test Loss: 0.00325175239418 | Train Acc: 96.565 | Test Acc: 96.52
Epoch: 43 | Train Loss: 0.00330775684358 | Test Loss: 0.00340007340461 | Train Acc: 96.5816666667 | Test Acc: 96.48
Epoch: 44 | Train Loss: 0.00323184773445 | Test Loss: 0.00316953074392 | Train Acc: 96.6116666667 | Test Acc: 96.74
Epoch: 45 | Train Loss: 0.00315029673289 | Test Loss: 0.00329169024266 | Train Acc: 96.73 | Test Acc: 96.62
Epoch: 46 | Train Loss: 0.0032313367065 | Test Loss: 0.00344946856753 | Train Acc: 96.6 | Test Acc: 96.57
Epoch: 47 | Train Loss: 0.0031580122809 | Test Loss: 0.0032163050184 | Train Acc: 96.695 | Test Acc: 96.52
Epoch: 48 | Train Loss: 0.00315840113439 | Test Loss: 0.00332698172475 | Train Acc: 96.69 | Test Acc: 96.55
Epoch: 49 | Train Loss: 0.00316421717705 | Test Loss: 0.00295492644184 | Train Acc: 96.68 | Test Acc: 96.91
Epoch: 0 | Train Loss: 0.0637002964328 | Test Loss: 0.0279158494174 | Train Acc: 24.6733333333 | Test Acc: 71.05
Epoch: 1 | Train Loss: 0.0171107032763 | Test Loss: 0.0113162309788 | Train Acc: 82.23 | Test Acc: 88.74
Epoch: 2 | Train Loss: 0.0101336748747 | Test Loss: 0.00831167033017 | Train Acc: 89.64 | Test Acc: 91.69
