Epoch: 0 | Train Loss: 0.0415666108202 | Test Loss: 0.013237836536 | Train Acc: 54.0933333333 | Test Acc: 86.92
Epoch: 1 | Train Loss: 0.0104320945785 | Test Loss: 0.00791343286783 | Train Acc: 89.7233333333 | Test Acc: 92.39
Epoch: 2 | Train Loss: 0.00719869976419 | Test Loss: 0.00631186143304 | Train Acc: 93.0116666667 | Test Acc: 93.58
Epoch: 3 | Train Loss: 0.00583084869781 | Test Loss: 0.0052393125847 | Train Acc: 94.5466666667 | Test Acc: 94.87
Epoch: 4 | Train Loss: 0.00503796744465 | Test Loss: 0.00441159343133 | Train Acc: 95.1533333333 | Test Acc: 95.92
Epoch: 5 | Train Loss: 0.004436111617 | Test Loss: 0.00383050377686 | Train Acc: 95.7983333333 | Test Acc: 96.38
Epoch: 6 | Train Loss: 0.00411781626864 | Test Loss: 0.00348048036927 | Train Acc: 96.095 | Test Acc: 96.61
Epoch: 7 | Train Loss: 0.00386009449894 | Test Loss: 0.00345900194574 | Train Acc: 96.3566666667 | Test Acc: 96.84
Epoch: 8 | Train Loss: 0.00351962351839 | Test Loss: 0.00333474563648 | Train Acc: 96.6416666667 | Test Acc: 96.89
Epoch: 9 | Train Loss: 0.00343652863483 | Test Loss: 0.00297674566278 | Train Acc: 96.7666666667 | Test Acc: 97.13
Epoch: 10 | Train Loss: 0.00329917175396 | Test Loss: 0.0030910169202 | Train Acc: 96.8266666667 | Test Acc: 97.1
Epoch: 11 | Train Loss: 0.0030891793944 | Test Loss: 0.00280449197839 | Train Acc: 97.0583333333 | Test Acc: 97.25
Epoch: 12 | Train Loss: 0.00291565295362 | Test Loss: 0.00280947192369 | Train Acc: 97.1966666667 | Test Acc: 97.22
Epoch: 13 | Train Loss: 0.00286304935844 | Test Loss: 0.00269125950715 | Train Acc: 97.2266666667 | Test Acc: 97.68
Epoch: 14 | Train Loss: 0.00278064443682 | Test Loss: 0.00257848813013 | Train Acc: 97.3583333333 | Test Acc: 97.58
Epoch: 15 | Train Loss: 0.00274474462128 | Test Loss: 0.00254289299226 | Train Acc: 97.3383333333 | Test Acc: 97.62
Epoch: 16 | Train Loss: 0.00262662533317 | Test Loss: 0.00254460804094 | Train Acc: 97.46 | Test Acc: 97.38
Epoch: 17 | Train Loss: 0.00262798191651 | Test Loss: 0.00247967709645 | Train Acc: 97.4983333333 | Test Acc: 97.63
Epoch: 18 | Train Loss: 0.00247439575922 | Test Loss: 0.00230934371455 | Train Acc: 97.5466666667 | Test Acc: 97.89
Epoch: 19 | Train Loss: 0.00243940617114 | Test Loss: 0.0024346818169 | Train Acc: 97.6 | Test Acc: 97.68
Epoch: 20 | Train Loss: 0.00240126886374 | Test Loss: 0.00235522116574 | Train Acc: 97.5866666667 | Test Acc: 97.82
Epoch: 21 | Train Loss: 0.00228553304852 | Test Loss: 0.00221234014288 | Train Acc: 97.7666666667 | Test Acc: 97.92
Epoch: 22 | Train Loss: 0.00237225495186 | Test Loss: 0.00238505051681 | Train Acc: 97.6916666667 | Test Acc: 97.6
Epoch: 23 | Train Loss: 0.00231070883642 | Test Loss: 0.0021067161044 | Train Acc: 97.8016666667 | Test Acc: 97.96
Epoch: 24 | Train Loss: 0.00225370766405 | Test Loss: 0.00219438877988 | Train Acc: 97.8266666667 | Test Acc: 97.89
Epoch: 25 | Train Loss: 0.00225103212628 | Test Loss: 0.00216678828395 | Train Acc: 97.94 | Test Acc: 97.56
Epoch: 26 | Train Loss: 0.00222762582361 | Test Loss: 0.00208672969087 | Train Acc: 97.815 | Test Acc: 97.93
Epoch: 27 | Train Loss: 0.00223693907112 | Test Loss: 0.00188219180122 | Train Acc: 97.81 | Test Acc: 98.2
Epoch: 28 | Train Loss: 0.00217736342309 | Test Loss: 0.00239107156335 | Train Acc: 97.89 | Test Acc: 97.56
Epoch: 29 | Train Loss: 0.002165365327 | Test Loss: 0.00200573245955 | Train Acc: 97.8483333333 | Test Acc: 97.93
Epoch: 30 | Train Loss: 0.00213313200483 | Test Loss: 0.00208696889078 | Train Acc: 97.9566666667 | Test Acc: 98.03
Epoch: 31 | Train Loss: 0.00206709397213 | Test Loss: 0.00196697897717 | Train Acc: 97.975 | Test Acc: 97.93
Epoch: 32 | Train Loss: 0.00204371312681 | Test Loss: 0.00210032938135 | Train Acc: 97.9583333333 | Test Acc: 98.04
Epoch: 33 | Train Loss: 0.00202567536524 | Test Loss: 0.0022650939932 | Train Acc: 98.0266666667 | Test Acc: 97.85
Epoch: 34 | Train Loss: 0.00204006625944 | Test Loss: 0.00209995101679 | Train Acc: 97.9883333333 | Test Acc: 97.95
Epoch: 35 | Train Loss: 0.0020541283754 | Test Loss: 0.00193168055988 | Train Acc: 97.9533333333 | Test Acc: 98.06
Epoch: 36 | Train Loss: 0.00191822215531 | Test Loss: 0.00204572767773 | Train Acc: 98.09 | Test Acc: 98.0
Epoch: 37 | Train Loss: 0.00200148244764 | Test Loss: 0.00185608533703 | Train Acc: 98.06 | Test Acc: 98.16
Epoch: 38 | Train Loss: 0.00195354147225 | Test Loss: 0.00196772268635 | Train Acc: 98.1283333333 | Test Acc: 98.16
Epoch: 39 | Train Loss: 0.00196250194054 | Test Loss: 0.00221891064222 | Train Acc: 98.055 | Test Acc: 98.06
Epoch: 40 | Train Loss: 0.00192879034386 | Test Loss: 0.0021046683454 | Train Acc: 98.0666666667 | Test Acc: 97.82
Epoch: 41 | Train Loss: 0.00191656642605 | Test Loss: 0.00184433863926 | Train Acc: 98.1533333333 | Test Acc: 98.17
Epoch: 42 | Train Loss: 0.00188372093676 | Test Loss: 0.00215799976339 | Train Acc: 98.1133333333 | Test Acc: 97.82
Epoch: 43 | Train Loss: 0.00191752172226 | Test Loss: 0.00214944930038 | Train Acc: 98.1016666667 | Test Acc: 97.92
Epoch: 44 | Train Loss: 0.00186863230441 | Test Loss: 0.00222040227815 | Train Acc: 98.185 | Test Acc: 97.79
Epoch: 45 | Train Loss: 0.00187946767612 | Test Loss: 0.00190153537343 | Train Acc: 98.1566666667 | Test Acc: 98.15
Epoch: 46 | Train Loss: 0.00196463561753 | Test Loss: 0.00185218218027 | Train Acc: 98.1383333333 | Test Acc: 98.33
