Epoch: 0 | Train Loss: 0.04310835548390945 | Test Loss: 0.010391740677505732 | Train Acc: 51.74333333333333 | Test Acc: 89.92
Epoch: 1 | Train Loss: 0.007879473423026502 | Test Loss: 0.005261713833082467 | Train Acc: 92.30333333333333 | Test Acc: 95.12
Epoch: 2 | Train Loss: 0.005333461901949097 | Test Loss: 0.004362123548239469 | Train Acc: 94.90666666666667 | Test Acc: 95.64
Epoch: 3 | Train Loss: 0.004355582590408934 | Test Loss: 0.0035679721486754717 | Train Acc: 95.80666666666667 | Test Acc: 96.54
Epoch: 4 | Train Loss: 0.003789298681744064 | Test Loss: 0.003570558147877455 | Train Acc: 96.365 | Test Acc: 96.43
Epoch: 5 | Train Loss: 0.0034302268763499646 | Test Loss: 0.0030662294681183993 | Train Acc: 96.78833333333333 | Test Acc: 96.93
Epoch: 6 | Train Loss: 0.003149933465116192 | Test Loss: 0.0026785802393918855 | Train Acc: 97.05666666666667 | Test Acc: 97.4
Epoch: 7 | Train Loss: 0.0028695857065574575 | Test Loss: 0.002918229829403572 | Train Acc: 97.33333333333333 | Test Acc: 97.4
Epoch: 8 | Train Loss: 0.002726167467236519 | Test Loss: 0.0024303036320023237 | Train Acc: 97.49666666666667 | Test Acc: 97.86
Epoch: 9 | Train Loss: 0.002633075269811282 | Test Loss: 0.0026699622880667446 | Train Acc: 97.44333333333333 | Test Acc: 97.43
Epoch: 10 | Train Loss: 0.002540618159905231 | Test Loss: 0.0024098382018273696 | Train Acc: 97.56833333333333 | Test Acc: 97.62
Epoch: 11 | Train Loss: 0.002350245045806514 | Test Loss: 0.002085373483877629 | Train Acc: 97.76666666666667 | Test Acc: 97.96
Epoch: 12 | Train Loss: 0.002324623219451557 | Test Loss: 0.0020762432208517568 | Train Acc: 97.795 | Test Acc: 98.09
Epoch: 13 | Train Loss: 0.0022287503715449322 | Test Loss: 0.0020312150916201063 | Train Acc: 97.86333333333333 | Test Acc: 97.92
Epoch: 14 | Train Loss: 0.0022512147271452703 | Test Loss: 0.0018585350705543533 | Train Acc: 97.825 | Test Acc: 98.14
Epoch: 15 | Train Loss: 0.0021064386621292217 | Test Loss: 0.0020274106009164827 | Train Acc: 98.00833333333334 | Test Acc: 98.07
Epoch: 16 | Train Loss: 0.0020186523148867613 | Test Loss: 0.0020224600271089004 | Train Acc: 98.00333333333333 | Test Acc: 98.18
Epoch: 17 | Train Loss: 0.002017980960261775 | Test Loss: 0.0017925671690143645 | Train Acc: 98.13 | Test Acc: 98.17
Epoch: 18 | Train Loss: 0.0019864601318511027 | Test Loss: 0.0018853255283029285 | Train Acc: 98.11666666666666 | Test Acc: 98.17
Epoch: 19 | Train Loss: 0.0019127191324029506 | Test Loss: 0.0019166076650319155 | Train Acc: 98.175 | Test Acc: 98.07
Epoch: 20 | Train Loss: 0.0018325382519008902 | Test Loss: 0.001769590862863697 | Train Acc: 98.21333333333334 | Test Acc: 98.34
Epoch: 21 | Train Loss: 0.0018492945756549792 | Test Loss: 0.0018777765944541897 | Train Acc: 98.24833333333333 | Test Acc: 98.11
Epoch: 22 | Train Loss: 0.0018358783330360894 | Test Loss: 0.0018972339685540645 | Train Acc: 98.30333333333333 | Test Acc: 98.31
